"commodity","horizon","beta_pre","beta_post","beta_diff","nobs","nvalid","lower_diff90","lower_diff68","upper_diff68","upper_diff90","lower_pre90","lower_pre68","upper_pre68","upper_pre90","lower_post90","lower_post68","upper_post68","upper_post90"
"Gold",19,-0.109273122334142,-0.147821088807856,-0.0385479664737141,275,500,-0.331460615693458,-0.185808901301767,0.15080117580007,0.287075679868558,-0.283094568216129,-0.22211334273489,-0.059470211427384,-0.00847506396923838,-0.452560976289707,-0.321797695146847,0.00123058320354325,0.0934513032071619
"Gold",20,-0.144598881426466,-0.167426377135909,-0.0228274957094431,275,500,-0.328364247742652,-0.176726551342791,0.188420116466418,0.311574155346633,-0.320368711135725,-0.260774562115559,-0.0911732115630889,-0.0209315439564143,-0.479294091433081,-0.337639294457376,-0.0015183936274564,0.0963625586914818
"Gold",21,-0.158187050117576,-0.18337498844091,-0.0251879383233338,275,500,-0.363572054752046,-0.193274098173419,0.203395691312907,0.34096437075213,-0.341730804902969,-0.280917808774623,-0.0976111373721116,-0.0200239743554759,-0.505910825135714,-0.367107469990239,0.00538711950979595,0.0982361640127987
"Gold",22,-0.147849801952197,-0.183055701099805,-0.0352058991476077,275,500,-0.395889817733585,-0.211260400257775,0.196061459772324,0.346484589001954,-0.34062137582743,-0.270656560962935,-0.0875660258924797,-0.0141599992997801,-0.535337684002436,-0.374376357429843,0.013705363534606,0.110118661203934
"Gold",23,-0.154591083120433,-0.249654874149088,-0.0950637910286554,275,500,-0.466174664514907,-0.301784210284775,0.149178042213987,0.285689970811427,-0.383800399040016,-0.273811297662553,-0.0862610751904635,-0.0148801647297416,-0.617407969101815,-0.456847645844946,-0.0512193027045523,0.0585599491911715
"Gold",24,-0.17194024319075,-0.23381001539304,-0.0618697722022903,275,500,-0.478298204244643,-0.266403583149449,0.207377651807654,0.360039926803982,-0.438467816451271,-0.308721397293692,-0.0990167517973051,-0.0235287889886891,-0.613516844241144,-0.445512562182442,-0.0164395851242729,0.105898243907056
"Oil",0,0.0179655122595154,0.225360250006398,0.207394737746883,275,500,-0.0642430019275825,0.0184732290939852,0.352376723835938,0.433017631470013,-0.0977950563745599,-0.0706228909761316,0.0129705028490758,0.0523610066511494,-0.0764538402783411,-0.00451489772381791,0.318537958423429,0.389726407852663
"Oil",1,0.129944831707896,0.326251745998978,0.196306914291082,275,500,-0.235820176577586,-0.0815032571642993,0.33905719693042,0.498056005754954,-0.0361678074551189,0.00366272331254901,0.171769372305014,0.246636641547756,-0.104949109438853,0.00806901164807478,0.414744356246085,0.531876079248553
"Oil",2,0.12413955103497,0.206810154984252,0.0826706039492818,275,500,-0.262365484643698,-0.140884048228422,0.187300572105191,0.293069094683303,-0.0231351030847333,0.0255927029490819,0.167433255410714,0.234649356199261,-0.150381249268696,-0.0236517234751394,0.258739132386249,0.363230883406352
"Oil",3,0.07444217862141,0.159094162794337,0.084651984172927,275,500,-0.243826459335511,-0.105246590520437,0.277594062055277,0.41314116061508,-0.102531123122859,-0.0559369644872028,0.100253730419348,0.16388721010406,-0.167916607697291,-0.0766299942776828,0.271274171893632,0.381746255180382
"Oil",4,0.0627390408024178,0.28323832905056,0.220499288248142,275,500,-0.117973037033248,0.0172872869610562,0.385530962774554,0.516897739874968,-0.140597645572143,-0.080572145073494,0.090440660597702,0.160354525071383,-0.0637753497332213,0.0345086735639626,0.35282692709779,0.470850676549119
"Oil",5,0.0552226643507923,0.183450607049215,0.128227942698422,275,500,-0.219262191457162,-0.0900135616718268,0.304961994250363,0.44894965358136,-0.188146952860555,-0.0932579775206378,0.0994438269810091,0.152818265418448,-0.178067135393678,-0.0517165430854097,0.277200195241268,0.388565885255832
"Oil",6,0.141319795851441,-0.03075976741934,-0.172079563270781,275,500,-0.658693719927213,-0.44452485807171,0.0383344033042284,0.204292137078661,-0.121856812800016,-0.0267885033975702,0.187143051514014,0.252672970070763,-0.537937592276495,-0.360598523546605,0.109618177315784,0.246469488311264
"Oil",7,0.210659643957989,0.0828548193351373,-0.127804824622851,275,500,-0.598125315362562,-0.405177365815651,0.0883685809485785,0.257937991112047,-0.0738017542315309,0.0309677919584433,0.252148205060102,0.318648482656138,-0.457817609236155,-0.255158143782626,0.223750426620636,0.347679596959041
"Oil",8,0.205841047921396,-0.0503861998800198,-0.256227247801416,275,500,-0.746040646671822,-0.523098596203515,0.0342917664084841,0.19668105266239,-0.119765881855229,-0.00462961649098654,0.2580835469337,0.346014162222353,-0.596686567436103,-0.389242096365392,0.147023900060136,0.271933340952879
"Oil",9,0.189155838883871,0.134242540589716,-0.0549132982941546,275,500,-0.647319683250771,-0.391385170531441,0.316268640801336,0.645680128594045,-0.142997997535538,-0.0216787365216728,0.259822681465757,0.340499021110115,-0.491069770489287,-0.23556946344385,0.444359931969952,0.667379616561915
"Oil",10,0.151471147652225,0.16664615404377,0.0151750063915451,275,500,-0.479323725564833,-0.252470409971834,0.370246914412365,0.687190846679495,-0.160807026179698,-0.0366266373991448,0.221352663147174,0.292897499438045,-0.359245464701367,-0.168613035894897,0.441736296634081,0.644391097400354
"Oil",11,0.064392364843802,0.0185111924391416,-0.0458811724046604,275,500,-0.447799507286546,-0.260553431494276,0.275782968262122,0.463047494313415,-0.258553999849002,-0.154385869274807,0.116452403891292,0.209158018173666,-0.404303767763312,-0.238997718286054,0.21684953623828,0.403714024823699
"Oil",12,0.0526345804106597,0.0475174600920947,-0.00511712031856502,275,500,-0.402321898255576,-0.249323624516618,0.262367091463439,0.443017996779279,-0.209204289723646,-0.101791087006073,0.151371707192563,0.260045247025734,-0.32885731570919,-0.179515119486776,0.249015706058342,0.401871760473726
"Oil",13,0.0841513453642499,0.0431758503801228,-0.040975494984127,275,500,-0.471561832328242,-0.291825484613519,0.191497179865948,0.374023015635581,-0.229573466362229,-0.0879937212636078,0.191148152202265,0.285247236136461,-0.340421190154149,-0.210076919803657,0.197392844362404,0.339186943195536
"Oil",14,0.00802786159160038,-0.0133100989247375,-0.0213379605163379,275,500,-0.390771504487806,-0.225560075357881,0.25571399945822,0.435096714559659,-0.350804919667269,-0.21192988470385,0.0883085546293075,0.158171412526791,-0.389057023746883,-0.259686014489524,0.138917937373135,0.259999643410068
"Oil",15,0.00461445909914619,-0.147374407511827,-0.151988866610973,275,500,-0.509638688094317,-0.34546194340834,0.183024024792601,0.379417299268944,-0.345386665148714,-0.210027276519277,0.107055579716066,0.191341110158675,-0.480514827411538,-0.349925031130147,0.0880159447030372,0.198112245440078
"Oil",16,-0.0496144936221166,-0.0179698361955999,0.0316446574265167,275,500,-0.39578357165958,-0.20463270947969,0.339139298282557,0.551839583228363,-0.373739236808357,-0.230145102828585,0.0778582817166478,0.173718557732196,-0.412344528173237,-0.243486820300921,0.219342211142582,0.33121567131983
"Oil",17,-0.0164271379018967,0.00576129469552759,0.0221884325974243,275,500,-0.362451778641809,-0.199920735970937,0.292597131863382,0.491508804442021,-0.358188590907114,-0.225409239116333,0.0909781577315186,0.180236748319263,-0.362727583270228,-0.205602506148788,0.181631450411956,0.295208926352606
"Oil",18,0.105733624140603,0.0107420485233921,-0.0949915756172111,275,500,-0.428791980568205,-0.29149590897474,0.209304416314009,0.38693918167415,-0.207313276825116,-0.0922979969893643,0.186204228811293,0.272264469076949,-0.33409631309523,-0.178487921197991,0.210797115692548,0.339044986528297
"Oil",19,0.11323680509118,-0.057316843618358,-0.170553648709538,275,500,-0.525671489978906,-0.370335990756368,0.151326668152917,0.353853098005116,-0.210189082241149,-0.0942503423138234,0.193774340460415,0.29155678422311,-0.403215722254108,-0.258945591587222,0.173200507915985,0.298480664348144
"Oil",20,0.030002739848399,-0.0636144615522355,-0.0936172014006345,275,500,-0.49569295675019,-0.319801670301426,0.263396297689415,0.401528991435977,-0.293303960557952,-0.182465225863926,0.128698080997799,0.243588906017951,-0.429175760479519,-0.274291829428415,0.16851110696881,0.280892263281106
"Oil",21,0.0356719476360961,-0.0622027014136193,-0.0978746490497154,275,500,-0.494811375039896,-0.326098159619561,0.269715549478876,0.42320599150886,-0.259708353681885,-0.145432553377451,0.146598095242745,0.252812725470046,-0.41557421034029,-0.269508894927901,0.21739200471152,0.34978711525736
"Oil",22,-0.0400826219529676,-0.179917716658599,-0.139835094705632,275,500,-0.567257101558584,-0.36228856195027,0.25423207026978,0.445636182994437,-0.38605977799028,-0.252200995919823,0.0405634933874482,0.150805216784478,-0.572411449031992,-0.410320410811249,0.0962116366764247,0.231548374710466
"Oil",23,0.0250534033347269,-0.247063831164962,-0.272117234499689,275,500,-0.649117804730758,-0.475547306833762,0.172371518177068,0.343190570240386,-0.37117773059656,-0.205487397593304,0.117947453386164,0.223863643677446,-0.594376567985032,-0.438044419013237,0.0584020073391928,0.220342273157129
"Oil",24,0.0893559098476325,-0.279100869171921,-0.368456779019554,275,500,-0.760731705056057,-0.572739843464821,0.120753899533697,0.332562920487384,-0.346865918318135,-0.173884070921123,0.166964402601244,0.284500485956197,-0.672879321219447,-0.498954553562367,0.0402752218683231,0.242887671426295
"Soybeans",0,-0.0123124821897499,-0.00711144128501637,0.00520104090473357,271,500,-0.0886392852796315,-0.0440890965492887,0.0760154822086021,0.118511362760531,-0.0449783160288662,-0.0307532328542161,0.0140090543988702,0.0339023171226556,-0.0779509987343307,-0.0481119830879708,0.0631279283272749,0.0937886289963974
"Soybeans",1,-0.00937184497259828,0.148421924403184,0.157793769375783,271,500,-0.0274404852090109,0.0344668758502634,0.213934288350532,0.261540048102548,-0.0702363770453719,-0.0441630678266957,0.0571999078439246,0.106433666444388,0.01438234931286,0.0527266021455552,0.202853580453525,0.245095264463305
"Soybeans",2,-0.0255423002083963,0.199102146404729,0.224644446613125,271,500,0.0175599947347139,0.088347727885885,0.31461055946222,0.389135522094306,-0.100407615201246,-0.0662942716384274,0.0570820006312735,0.113931894742244,0.0349959384924709,0.100899945990516,0.289096478219273,0.346222314898957
"Soybeans",3,-0.0205810258375915,0.172713989138263,0.193295014975855,271,500,-0.0875282832931279,0.000714762883982986,0.285621907218246,0.371873433089045,-0.112391867184361,-0.0784540837502946,0.0955160813078527,0.155661376225229,-0.0510643066120203,0.0460192749311438,0.257379130598016,0.32704694111891
