"commodity","horizon","beta_pre","beta_post","beta_diff","n_pre","n_post","nvalid","lower_diff90","lower_diff68","upper_diff68","upper_diff90","lower_pre90","lower_pre68","upper_pre68","upper_pre90","lower_post90","lower_post68","upper_post68","upper_post90"
"Oil",11,0.860886828761165,-0.283142600694257,-1.14402942945542,115,144,500,-2.84411747258359,-2.04403353448861,0.145969595284935,0.752340344080813,-0.87155882681664,-0.35558655164212,1.41233662468823,1.93561956873143,-1.53103921917623,-0.997896922298443,0.154218542510153,0.552569602999092
"Oil",12,0.881917870142631,-0.190240918455936,-1.07215878859857,115,144,500,-2.78506730253932,-2.02215418803078,0.160841051354047,0.749543604864538,-0.788022479325628,-0.311510146420969,1.49034298498615,2.20055652146986,-1.27796342027705,-0.836793143583333,0.221725012109752,0.557408302416278
"Oil",13,1.22097738985856,-0.106764843507381,-1.32774223336594,115,144,500,-3.05057725517685,-2.17526459422663,0.0358893830322672,0.693185261719781,-0.62301835055053,-0.0986452062928816,1.74661509009882,2.5131150826974,-1.25287246420025,-0.73368823576951,0.333356366491523,0.644745262998968
"Oil",14,0.809212990768099,-0.155512209992876,-0.964725200760975,115,144,500,-2.6468718357719,-1.73720529669201,0.337918872871524,0.988634329238027,-0.936256947571137,-0.487193899772197,1.42788785010388,2.22583432329633,-1.30717767936818,-0.768311906237779,0.262429741635908,0.618276847561667
"Oil",15,0.915350599718153,-0.398418638831795,-1.31376923854995,115,144,500,-2.97102561110241,-2.02617334987343,0.0569556555893029,0.70976058254466,-1.00293000588645,-0.373279953431643,1.42875665556847,2.20342908971658,-1.4760579285669,-1.00503110253893,0.0572602410279585,0.425322865013102
"Oil",16,0.883271511367705,-0.205300427026384,-1.08857193839409,115,144,500,-2.74154476532566,-1.95402422400342,0.434267277537406,1.07999915623972,-1.08115896609597,-0.521152549256398,1.4716722876997,2.20294722905847,-1.33614984777552,-0.883803887991282,0.253684235758584,0.648337988292983
"Oil",17,0.603817958621271,-0.255952050384428,-0.859770009005699,115,144,500,-2.53141077780748,-1.83517105037079,0.49363723260063,1.21671152943318,-1.34543149608938,-0.772373642002272,1.32207955234172,2.24880065739382,-1.39847201716282,-0.920507497122432,0.106539446061945,0.491345221701969
"Oil",18,1.04823645973461,-0.358757928179533,-1.40699438791414,115,144,500,-3.27315000074174,-2.43838155199785,-0.107906433713042,0.501646380410912,-0.560868998635355,-0.167355499221352,1.76384973053516,2.7182247872868,-1.37825008932071,-0.986079352413155,0.0526456674851643,0.493546575037026
"Oil",19,1.19122096780698,-0.379642760700133,-1.57086372850711,115,144,500,-3.32866074013445,-2.54343555504372,-0.287946949852417,0.403943179433736,-0.652221452279489,-0.0148337567888129,1.88166524976129,2.72961184095224,-1.44540697604669,-1.0157927161443,0.0414954410670418,0.45283242760505
"Oil",20,0.661358919240093,-0.356120079692385,-1.01747899893248,115,144,500,-2.83479680097035,-2.11344820182467,0.139041642268583,0.895767743339588,-1.21316372540178,-0.542042207292003,1.4325383299369,2.25799600096539,-1.5034056306087,-1.03885902121876,0.0617875195322831,0.430887373964802
"Oil",21,0.32929635872453,-0.23889409245656,-0.56819045118109,115,144,500,-2.50680791035306,-1.71186644933756,0.634446066367673,1.38256907249888,-1.43034283407912,-0.809631476786233,1.18776192190713,1.94583224495721,-1.40869250348962,-0.87567224211823,0.3321941620958,0.748146462155737
"Oil",22,0.0995608972070949,-0.439080549554453,-0.538641446761547,115,144,500,-2.5688291229014,-1.78093023911863,0.764153183291974,1.43069448726945,-1.69358556972255,-1.08505706606431,0.9908782783929,1.87936287234532,-1.68442576799897,-1.13964502922787,0.164274330754999,0.545320144559545
"Oil",23,0.152777010902444,-0.540235150021567,-0.693012160924011,115,144,500,-2.65962475056838,-1.84898014802434,0.617189373875663,1.35027744784584,-1.68660194018262,-1.01452077179884,1.02409971881064,1.86696467055952,-1.64553045507555,-1.20157723008042,0.103519875353574,0.508406995118079
"Oil",24,0.123475459545317,-0.695315849162202,-0.818791308707519,115,144,500,-2.40531727503731,-1.63023909360412,0.717050114476526,1.56449885387872,-1.9612108451955,-1.13524625395595,0.829598485259132,1.34612363593707,-1.80617422965751,-1.37431300720115,-0.00665237066123762,0.619643952108745
